mention_id,settlement_id,canonical_name,matched_aliases,paragraph_id,source_line_start,source_line_end,section,section_kind,chapter_number,complete_paragraph_text,book_note_ids,book_note_texts,bibliography_keys,full_bibliography_entries
M0424,S081,Tula (Tollan),Tula,L3151,3151,3151,Chapter 9: Hiding in Plain Sight,chapter,9,"The rise and decline of Teotihuacan set in motion a roughly cyclical pattern of demographic concentration and dispersal in central Mexico which repeated itself a number of times between ad 300 and 1200, down to the disintegration of Tula and the fall of the Toltec state.42 Over this longer span of time, what was the legacy of Teotihuacan and its grand urban experiment? Should we view the whole episode as a passing deviation, a blip (albeit an extremely large blip) on the road that led from Olmec hierarchy to Toltec aristocracy and eventually Aztec imperialism? Or might the egalitarian aspects of Teotihuacan have a distinct legacy of their own? Few have really considered the latter possibility, but there are good reasons to ask, especially since early Spanish accounts of the Mexican highlands provide some extraordinarily suggestive material – including descriptions of indigenous cities which, to European eyes, could only be understood as republics, or even democracies.",ch9-n42,As pointed out by the historian Zoltán Paulinyi (1981: 315–16).,Paulinyi 1981,"Paulinyi, Zoltán. 1981. ‘Capitals in pre-Aztec Central Mexico.’ Acta Orientalia Academiae Scientiarum Hungaricae 35 (2/3): 315–50."
M0425,S081,Tula (Tollan),Tula,L5566,5566,5566,Notes to Chapter 9: Hiding in Plain Sight,notes,9,"1. The precise location of Aztlán is unknown. Various lines of evidence suggest that populations speaking Nahuatl (the language of the Mexica/Aztec) were dispersed among both urban and rural settings before their southward migration. Most likely they were present, alongside a range of other ethnic and linguistic groups, in the Toltec capital of Tula, which lies north of the Basin of Mexico (Smith 1984).",ch9-n1,"The precise location of Aztlán is unknown. Various lines of evidence suggest that populations speaking Nahuatl (the language of the Mexica/Aztec) were dispersed among both urban and rural settings before their southward migration. Most likely they were present, alongside a range of other ethnic and linguistic groups, in the Toltec capital of Tula, which lies north of the Basin of Mexico (Smith 1984).",Smith 1984,"Smith, Michael E. 1984. ‘The Aztlan migrations of the Nahuatl chronicles: myth or history?’ Ethnohistory 31 (3): 153–86."
M0426,S081,Tula (Tollan),Tula,L5602,5602,5602,Notes to Chapter 9: Hiding in Plain Sight,notes,9,"19. Parallels with the fifth century ad seem striking, but again no scholarly consensus exists on how to interpret the evidence connecting these two Tollans of Chichén Itzá and Tula (see Kowalski and Kristan-Graham 2017).",ch9-n19,"Parallels with the fifth century ad seem striking, but again no scholarly consensus exists on how to interpret the evidence connecting these two Tollans of Chichén Itzá and Tula (see Kowalski and Kristan-Graham 2017).",,
M0427,S082,Cahokia,Cahokia,L3043,3043,3043,Chapter 9: Hiding in Plain Sight,chapter,9,"In the wider region, the paradigm is set by a series of dynastic polities, located far from the Valley of Mexico in the Yucatán Peninsula and adjacent highlands. Today’s historians know these polities as the Classic Maya (c.ad 150–900 – the term ‘classic’ is also applied to their ancient written language and to the chronological period in question). Cities like Tikal, Calakmul or Palenque were dominated by royal temples, ball-courts (settings for competitive, sometimes lethal games), images of war and humiliated captives (often publicly killed after ball games), complex calendrical rituals celebrating royal ancestors, and records of the deeds and biographies of living kings. In the modern imagination this has become the ‘standard package’ of Mesoamerican kingship, associated with ancient cities throughout the region from Monte Alban (in Oaxaca, c.ad 500–800) to Tula (in central Mexico, c.ad 850–1150), and arguably reaching as far north as Cahokia (near what’s now East St Louis, c.ad 800–1200).",,,,
M0428,S082,Cahokia,Cahokia,L3572,3572,3572,Chapter 10: Why the State Has No Origin,chapter,10,"For some readers, the idea of a dead monarch sent off to the afterlife amid the corpses of his retainers might evoke images of early pharaohs. Some of Egypt’s earliest known kings, those of the First Dynasty around 3000 bc (who, in fact, were not yet referred to as ‘pharaoh’), were indeed buried in this way.70 But Egypt is not alone in this respect. Burials of kings surrounded by dozens, hundreds, on some occasions even thousands of human victims killed specially for the occasion can be found in almost every part of the world where monarchies did eventually establish themselves, from the early dynastic city-state of Ur in Mesopotamia to the Kerma polity in Nubia to Shang China. There are also credible literary descriptions from Korea, Tibet, Japan and the Russian steppes. Something similar seems to have occurred as well in the Moche and Wari societies of South America, and the Mississippian city of Cahokia.71",ch10-n70 | ch10-n71,"Egyptologists refer to the First and Second Dynasties as Egypt’s ‘Early Dynastic’ period while the ‘Old Kingdom’ – somewhat confusingly – begins only in the Third Dynasty. | See Dickson 2006; Morris 2007; Campbell (ed.) 2014; Graeber and Sahlins 2017: 443–4, with further references.",Dickson 2006 | Morris 2007 | Sahlins 2017,"Dickson, D. Bruce. 2006. ‘Public transcripts expressed in theatres of cruelty: the Royal Graves at Ur in Mesopotamia.’ Cambridge Archaeological Journal 16 (2): 123–44. | Morris, Ellen. 2007. ‘Sacrifice for the state: First Dynasty royal funerals and the rites at Macramallah’s triangle.’ In Nicola Laneri (ed.), Performing Death: Social Analysis of Funerary Traditions in the Ancient Near East and Mediterranean. Chicago: Oriental Institute of Chicago, pp. 15–38. | Sahlins, Marshall. 2017. ‘The stranger-kingship of the Mexica.’ In Graeber and Sahlins, pp. 223–48."
M0429,S082,Cahokia,Cahokia,L3955,3955,3955,Chapter 11: Full Circle,chapter,11,"From roughly ad 1050 to 1350 there was, in what’s now East St Louis, a city whose real name has been forgotten, but which is known to history as Cahokia.9 It appears to have been the capital of what James Scott would term a classic budding ‘grain state’, rising magnificently and seemingly from nowhere, around the time that the Song Dynasty ruled in China and the Abbasid Caliphate in Iraq. Cahokia’s population peaked at something in the order of 15,000 people; then it abruptly dissolved. Whatever Cahokia represented in the eyes of those under its sway, it seems to have ended up being overwhelmingly and resoundingly rejected by the vast majority of its people. For centuries after its demise the site where the city once stood, and hundreds of miles of river valleys around it, lay entirely devoid of human habitation: a ‘vacant quarter’ (rather like the Forbidden Zone in Pierre Boulle’s Planet of the Apes), a place of ruins and bitter memories.10",ch11-n9 | ch11-n10,For a general overview of Cahokia see Pauketat 2009. | Williams 1990.,Pauketat 2009 | Williams 1990,"Pauketat, Timothy R. 2009. Cahokia: Ancient America’s Great City on the Mississippi. Penguin Library of American Indian History. New York: Viking. | Williams, Stephen. 1990. ‘The Vacant Quarter and other late events in the Lower Valley.’ In D. H. Dye (ed.), Towns and Temples Along the Mississippi. Tuscaloosa: University of Alabama Press, pp. 170–80."
M0430,S082,Cahokia,Cahokia,L3957,3957,3957,Chapter 11: Full Circle,chapter,11,"Successor kingdoms to Cahokia sprang up to the south but then likewise crumbled. By the time Europeans arrived on the eastern seaboard of North America, ‘Mississippian civilization’ – as it has come to be known – was but a distant memory and the descendants of Cahokia’s subjects and neighbours appear to have reorganized themselves into polis-sized tribal republics, in careful ecological balance with their natural environment. What had happened? Were the rulers of Cahokia and other Mississippian cities overthrown by popular uprisings, undermined by mass defection, victims of ecological catastrophe, or (more likely) some intricate mix of all three? Archaeology may one day supply more definitive answers. Until such time, what we can say with some confidence is that the societies encountered by European invaders from the sixteenth century onwards were the product of centuries of political conflict and self-conscious debate. They were, in many cases, societies in which the ability to engage in self-conscious political debate was itself considered one of the highest human values.",,,,
M0431,S082,Cahokia,Cahokia,L3979,3979,3979,Chapter 11: Full Circle,chapter,11,"One thing that makes the Wendat and Haudenosaunee unusual is that their traditions are so well documented: many other societies were either entirely destroyed, or reduced to traumatized remnants, long before any such records could be written down. One can only wonder what other intellectual traditions might thus have been forever lost. What we are going to do in the remainder of this chapter, then, is examine the history of the Eastern Woodlands of North America from roughly ad 200 to 1600 in exactly this light. Our aim here is to understand the local roots of the indigenous critique of European civilization, and how those roots were entangled in a history that began at Cahokia or perhaps even considerably earlier.",,,,
M0432,S082,Cahokia,Cahokia,L4033,4033,4033,Chapter 11: Full Circle,chapter,11,"IN WHICH WE TELL THE STORY OF CAHOKIA, WHICH LOOKS LIKE IT OUGHT TO BE THE FIRST ‘STATE’ IN AMERICA",,,,
M0433,S082,Cahokia,Cahokia,L4037,4037,4037,Chapter 11: Full Circle,chapter,11,"In the centuries following the decline of the Hopewell centres, roughly from ad 400 to 800, we start to see a series of familiar developments. First, some groups begin adopting maize as a staple crop and growing it in river valleys along the Mississippi floodplain. Second, actual armed conflict becomes more frequent. In at least some places, this led to populations living for longer periods around their local earthworks. Especially in the Mississippi valley and on adjacent bluffs, a pattern emerged of small towns centred on earthen pyramids and plazas, some fortified, often surrounded by extensive stretches of no-man’s-land. A few came to resemble tiny kingdoms. Eventually this situation led to a veritable urban explosion with its epicentre at the site of Cahokia, which was soon to become the greatest city in the Americas north of Mexico.",,,,
M0434,S082,Cahokia,Cahokia,L4039,4039,4039,Chapter 11: Full Circle,chapter,11,"Cahokia lies in an extensive floodplain along the Mississippi known as the American Bottom. It was a bounteous and fertile environment, ideal for growing maize, but still a challenging place to build a city since much of it was swampland, foggy and full of shallow pools. Charles Dickens, who once visited this place, described it as ‘an unbroken slough of black mud and water’. In Mississippian cosmology, watery places like this were connected to the chaotic underworld – seen as the diametrical opposite of a precise, predictable celestial order – and it’s no doubt significant that some of the first large-scale construction at Cahokia centred on a processional walkway known as the Rattlesnake Causeway, designed to rise from the surrounding waters and leading towards the surrounding ridge-top tombs (a Path of Souls, or Way of the Dead). To begin with, then, Cahokia was likely a place of pilgrimage, much like some of the Hopewell sites.31",ch11-n31,"On Rattlesnake Causeway and mound and the origins of Cahokia see Baires 2014; 2015; on Cahokia’s beginnings as place of pilgrimage, Skousen 2016.",Baires 2014 | Skousen 2016,"Baires, Sarah E. 2014. ‘Cahokia’s Rattlesnake Causeway.’ Midcontinental Journal of Archaeology 39 (2): 145–62. | Skousen, B. Jacob. 2016. ‘Pilgrimage and the Construction of Cahokia: A View from the Emerald Site’. Doctoral dissertation, University of Illinois at Urbana-Champaign."
M0435,S082,Cahokia,Cahokia,L4041,4041,4041,Chapter 11: Full Circle,chapter,11,"Its inhabitants also shared with Hopewell the same love of games. Around ad 600, someone living at Cahokia or close by seems to have come up with the idea for chunkey, later to become one of the most popular sports in North America. Chunkey was a complex and highly co-ordinated affair in which running players tried to throw poles as close as possible to a rolling wheel or ball without actually touching it.32 It was played at several earthwork sites that sprang up along the American Bottom: one way of holding together the increasingly disparate groups of people who came to settle there. In social terms, it had certain things in common with Mesoamerican ball games, though the rules were entirely different. It could be either a substitute for, or continuation of, war; it was tied into legend (in this case, the story of Red Horn the Morning Star who, much like the Maya hero-twins, confronted gods of the underworld); and it could become the focus of frenetic gambling, when some would even raise themselves or their families as stakes.33",ch11-n32 | ch11-n33,"Chunkey appears to have been modelled on a popular children’s game called Hoop and Pole. On the origins of chunkey and its later role see DeBoer 1993; Pauketat 2009: Chapter Four. | A later observer of the Choctaw recorded: ‘Their favorite game of chunké…they play from morning till night, with an unwearied application, and they bet high; here you may see a savage come and bring all his skins, stake them and lose them; next his pipe, his beads, trinkets and ornaments; at last his blankets and other garments, and even all their arms, and after all it is not uncommon for them to go home, borrow a gun and shoot themselves.’ (Romans, cited in Swanton 1931: 156–7). At the time of European contact, such extreme sports seem to have acted as a levelling mechanism, since few stayed on top for long and even those who sold themselves don’t seem to have remained that way for very long.",DeBoer 1993 | Pauketat 2009 | Swanton 1931,"DeBoer, Warren R. 1993. ‘Like a rolling stone: the Chunkey game and political organization in Eastern North America.’ Southeastern Archaeology 12: 83–92. | Pauketat, Timothy R. 2009. Cahokia: Ancient America’s Great City on the Mississippi. Penguin Library of American Indian History. New York: Viking. | Swanton, John Reed. 1931. ‘Source material for the social and ceremonial life of the Choctaw Indians.’ Bureau of American Ethnology Bulletin 103: 1–282."
M0436,S082,Cahokia,Cahokia,L4043,4043,4043,Chapter 11: Full Circle,chapter,11,"In Cahokia and its hinterland we can chart the rise of social hierarchies through the lens of chunkey, as the game became increasingly monopolized by an exclusive elite. One sign of this is how stone chunkey discs disappear from ordinary burials, just as beautifully crafted versions of them start to appear in the richest graves. Chunkey was becoming a spectator sport, and Cahokia the sponsor of a new regional, Mississippian elite. We are not sure exactly how it happened – as an act of religious revelation, perhaps – but around ad 1050 Cahokia exploded in size, growing from a fairly modest community to a city of over six square miles, including more than 100 earthen mounds built around spacious plazas. Its original population of a few thousand was augmented by perhaps 10,000 more, coming from outside to settle in Cahokia and its satellite towns, totalling something in the order of 40,000 in the American Bottom as a whole.34",ch11-n34,"Pauketat 2009: 20. The literature on Cahokia is vast. In addition to the general overviews we have already cited see also Alt 2018; Byers 2006; Emerson 1997a; Fowler 1997; Milner 1998; Pauketat 1994; 2004; and essays in Emerson and Lewis 1991; Pauketat and Emerson (eds) 1997; for the environmental context, Benson et al. 2009; Woods 2004.",Pauketat 2009 | Alt 2018 | Byers 2006 | Emerson 1997a | Fowler 1997 | Milner 1998 | Pauketat 1994 | Benson 2009 | Woods 2004,"Pauketat, Timothy R. 2009. Cahokia: Ancient America’s Great City on the Mississippi. Penguin Library of American Indian History. New York: Viking. | Alt, Susan. M. 2018. Cahokia’s Complexities. Tuscaloosa: University of Alabama Press. | Byers, A. Martin. 2006. Cahokia: A World Renewal Cult Heterarchy. Gainsville: University Press of Florida. | Emerson, Thomas. 1997a. Cahokia and the Archaeology of Power. Tuscaloosa: University of Alabama Press. | Fowler, Melvin. L. 1997. The Cahokia Atlas: A Historical Atlas of Cahokia Archaeology. Urbana: University of Illinois Press. | Milner, George R. 1998. The Cahokia Chiefdom: The Archaeology of a Mississippian Society. Washington: Smithsonian Institution Press. | Pauketat, Timothy R. 1994. The Ascent of Chiefs: Cahokia and Mississippian Politics in Native North America. Tuscaloosa: University of Alabama Press. | Benson, Larry, Timothy R. Pauketat and Edwin Cook. 2009. ‘Cahokia’s boom and bust in the context of climate change.’ American Antiquity 74: 467–83. | Woods, William I. 2004. ‘Population nucleation, intensive agriculture, and environmental degradation: the Cahokia example.’ Agriculture and Human Values 21: 255–61."
M0437,S082,Cahokia,Cahokia,L4045,4045,4045,Chapter 11: Full Circle,chapter,11,"The main part of the city was designed and built according to a master plan in a single burst of activity. Its focus was a huge packed-earth pyramid known today as Monk’s Mound, standing before an enormous plaza. In a smaller plaza to the west stood a ‘woodhenge’ of cypress posts marking out the sun’s annual course. Some of Cahokia’s pyramids were topped with palaces or temples; others with charnel houses or sweat lodges. A calculated effort was made to resettle foreign populations – or at least their most important, influential representatives – in newly designed thatch houses, arranged in neighbourhoods around smaller plazas and earthen pyramids; many had their own craft specializations or ethnic identity.35 From the summit of Monk’s Mound the city’s ruling elite enjoyed powers of surveillance over these planned residential zones.36 At the same time, existing villages and hamlets in Cahokia’s hinterland were disbanded and the rural population dispersed, scattered in homesteads of one or two families.37",ch11-n35 | ch11-n36 | ch11-n37,Emerson et al. 2018. | Smith 1992: 17. | Emerson 1997a; 1997b: 187; cf. Alt 2018. Pauketat et al. (2015: 446) refer to this as a process of ‘ruralization’.,Emerson 2018 | Smith 1992 | Emerson 1997a | Alt 2018 | Pauketat 2015,"Emerson, Thomas E., Brad H. Koldeho and Tamira K. Brennan (eds). 2018. Revealing Greater Cahokia, North America’s First Native City: Rediscovery and Large-Scale Excavations of the East St. Louis Precinct. Studies in Archaeology 12. Urbana: Illinois State Archaeological Survey, University of Illinois. | Smith, Bruce D. 1992. ‘Mississippian elites and solar alignments: a reflection of managerial necessity, or levers of social inequality?’ In A. W. Barker and T. R. Pauketat (eds), Lords of the Southeast: Social Inequality and the Native Elites of Southeastern North America. Washington: Archaeological Papers of the American Anthropological Association, pp 11–30. | Emerson, Thomas. 1997a. Cahokia and the Archaeology of Power. Tuscaloosa: University of Alabama Press. | Alt, Susan. M. 2018. Cahokia’s Complexities. Tuscaloosa: University of Alabama Press. | Pauketat, Timothy R., Susan M. Alt and Jeffery D. Kruchten. 2015. ‘City of earth and wood: New Cahokia and its material-historical implications.’ In Norman Yoffee (ed.), The Cambridge World History. Cambridge: Cambridge University Press, pp. 437–54."
M0438,S082,Cahokia,Cahokia,L4047,4047,4047,Chapter 11: Full Circle,chapter,11,"What’s so striking about this pattern is its suggestion of an almost complete dismantling of any self-governing communities outside the city. For those who fell within its orbit, there was nothing much left between domestic life – lived under constant surveillance from above – and the awesome spectacle of the city itself.38 That spectacle could be terrifying. Along with games and feasts, in the early decades of Cahokia’s expansion there were mass executions and burials, carried out in public. As with fledgling kingdoms in other parts of the world, these large-scale killings were directly associated with the funerary rites of nobility; in this case, a mortuary facility centred on the paired burials of high-status males and females,39 whose shrouded bodies were placed around a surface built up from some thousands of shell beads. Around them an earthen mound was formed, precisely oriented to an azimuth derived from the southernmost rising point of the moon. Its contents included four mass graves holding the stacked bodies of mainly young women (though one was over fifty), who were killed specifically for the occasion.40",ch11-n38 | ch11-n40,"Betzenhauser and Pauketat 2019. As Emerson notes (1997b), between ad 1050 and 1200, surveillance was also extended into the countryside through the establishment of what he terms ‘civic nodes’, which seem to have performed a mixture of ritual and managerial functions; see also Pauketat et al. 2015: 446–7. | Fowler et al. 1999 reported the mass graves as all-female, but in fact the picture is again more complex; see now Ambrose et al. 2003; Thompson et al. 2015.",Pauketat 2015 | Fowler 1999 | Ambrose 2003 | Thompson 2015,"Pauketat, Timothy R., Susan M. Alt and Jeffery D. Kruchten. 2015. ‘City of earth and wood: New Cahokia and its material-historical implications.’ In Norman Yoffee (ed.), The Cambridge World History. Cambridge: Cambridge University Press, pp. 437–54. | Fowler, Melvin L. et al. 1999. The Mound 72 Area: Dedicated and Sacred Space in Early Cahokia. Reports of Investigation no. 54. Springfield: Illinois State Museum. | Ambrose, Stanley H., Jane Buikstra and Harold W. Krueger (2003). ‘Status and gender differences in diet at Mound 72, Cahokia, revealed by isotopic analysis of bone.’ Journal of Anthropological Archaeology 22 (3): 217–26. | Thompson, Andrew et al. 2015. ‘New dental and isotope evidence of biological distance and place of origin for mass burial groups at Cahokia’s Mound 72.’ American Journal of Physical Anthropology 158: 341–57."
M0439,S082,Cahokia,Cahokia,L4049,4049,4049,Chapter 11: Full Circle,chapter,11,"Carefully sifting through the ethnographic and historical evidence, scholars have reconstructed the outlines of what Cahokia – and later kingdoms modelled on it – must have looked like. While something endured of the earlier clan organizations, the old moiety system was transformed into an opposition between nobles and commoners. The Mississippians appear to have been matrilineal, which meant that a mico (ruler) was not succeeded by his children but by his eldest nephew. Nobles could only marry commoners, and after several generations of such intermarriage the descendants of kings might lose their noble status entirely. So a pool of nobles-turned-commoners always existed from which warriors and administrators could be drawn. Genealogies were carefully preserved, and there was a priesthood devoted to maintaining the temples, which contained images of royal ancestors. Lastly, there was a system of titles for heroic achievement in war, which made it possible for commoners to win their way into the nobility, a status symbolized in bird-man imagery, which also invoked the prestige of competing at chunkey tournaments.41",ch11-n41,Knight 1986; 1989; Knight et al. 2011; Pauketat 2009: Chapter Four; for other possible readings of the bird-man symbolism see Emerson et al. 2016.,Knight 1986 | Pauketat 2009 | Emerson 2016,"Knight, Vernon J. Jr. 1986. ‘The institutional organization of Mississippian religion.’ American Antiquity 51: 675–87. | Pauketat, Timothy R. 2009. Cahokia: Ancient America’s Great City on the Mississippi. Penguin Library of American Indian History. New York: Viking. | Emerson, Thomas et al. 2016. ‘Paradigms lost: reconfiguring Cahokia’s Mound 72 Beaded Burial.’ American Antiquity 81 (3): 405–25."
M0440,S082,Cahokia,Cahokia,L4051,4051,4051,Chapter 11: Full Circle,chapter,11,"Bird-man symbolism was especially marked in the smaller kingdoms – some fifty in all – that began to appear up and down the Mississippi, of which the largest are at places called Etowah, Moundville and Spiro. The rulers of these towns were often buried with what seem to be precious badges and insignia manufactured at Cahokia. Sacred images in Cahokia itself focused not so much on the hawk and falcon symbolism that appeared everywhere else as – fittingly for an increasingly prominent centre of intensive grain production – on the figure of the Corn Mother, who also appears as the Old Woman, a goddess holding a loom. During the eleventh and twelfth centuries, Mississippian sites with links of various kinds to Cahokia appear everywhere from Virginia to Minnesota, often in aggressive conflict with their neighbours. Trade routes spanning the continent were activated, the materials for new treasures pouring into the American Bottom much as they once had to Hopewell.42",ch11-n42,Emerson 2007; 2012.,Emerson 2007,"Emerson, Thomas. 2007. ‘Cahokia and the evidence for Late Pre-Columbian war in the North American midcontinent.’ In R. J. Chacon and R. G. Mendoza (eds), North American Indigenous Warfare and Ritual Violence. Tucson: University of Arizona Press, pp. 129–48."
M0441,S082,Cahokia,Cahokia,L4053,4053,4053,Chapter 11: Full Circle,chapter,11,"Very little of this expansion was directly controlled from the centre. We are unlikely to be talking about an actual empire so much as an intricate ritual alliance, backed up ultimately by force – and things began to grow increasingly violent, fairly fast. Within a century of the initial urban explosion at Cahokia, in about ad 1150, a giant palisaded wall was built, though it only included some parts of the city and not others. This marked the beginning of a long and uneven process of war, destruction and depopulation. At first people seem to have fled the metropolis for the hinterlands, then ultimately abandoned the rural bottomlands entirely.43 This same process can be observed in many of the smaller Mississippian towns. Most appear to have begun as co-operative enterprises before becoming centralized around the cult of some royal line and receiving patronage from Cahokia. Then, over the course of a century or two, they emptied out (in much the same way as the Natchez Great Village was later to do, and possibly for much the same reasons, as subjects sought freer lives elsewhere) until finally being sacked, burned or simply deserted.",ch11-n43,"The precise reasons behind Cahokia’s collapse are hotly contested; for a range of views see Emerson and Headman 2014; Kelly 2008, with further references.",Kelly 2008,"Kelly, John E. 2008. ‘Contemplating Cahokia’s collapse.’ In Jim A. Railey and Richard Martin Reycraft (eds), Global Perspectives on the Collapse of Complex Systems. Anthropological Papers no. 8. Albuquerque: Maxwell Museum of Anthropology."
M0442,S082,Cahokia,Cahokia,L4055,4055,4055,Chapter 11: Full Circle,chapter,11,"Whatever happened in Cahokia, it appears to have left extremely unpleasant memories. Along with much of its bird-man mythology, the place was erased from any later oral traditions. After ad 1400 the entire fertile expanse of the American Bottom (which at the city’s height had contained perhaps as many as 40,000 people), along with the territory from Cahokia up to the Ohio River, became what’s referred to in the literature as the Vacant or Empty Quarter: a haunted wilderness of overgrown pyramids and housing blocks crumbling back into swamp, occasionally traversed by hunters but devoid of permanent human settlement.44",ch11-n44,See Cobb and Butler 2002.,,
M0443,S082,Cahokia,Cahokia,L4065,4065,4065,Chapter 11: Full Circle,chapter,11,"Scholars continue to debate the relative importance of ecological and social factors in Cahokia’s collapse, just as they argue about whether or not it should be considered a ‘complex chiefdom’ or a ‘state’.45 In our own terms (as set out in the last chapter), what we appear to have in Cahokia is a second-order regime in which two of our three elementary forms of domination – in this case, control over violence and charismatic politics – came together in a powerful, even explosive cocktail. This is the same combination we found in the Classic Maya elite, for whom competitive sports and warfare were similarly fused; and who extended their sovereignty by bringing large populations into their orbit through organized spectacle, or by capture, or other forms of compulsion we can only guess at.",ch11-n45,"For a range of views on the latter issue, compare Holt 2009; Pauketat 2007; and see also Milner 1998.",Holt 2009 | Pauketat 2007 | Milner 1998,"Holt, Julie Zimmerman. 2009. ‘Rethinking the Ramey state: was Cahokia the center of a theater state?’ American Antiquity 74 (2): 231–54. | Pauketat, Timothy R. 2007. Chiefdoms and Other Archaeological Delusions. Lanham, MD: AltaMira Press. | Milner, George R. 1998. The Cahokia Chiefdom: The Archaeology of a Mississippian Society. Washington: Smithsonian Institution Press."
M0444,S082,Cahokia,Cahokia,L4067,4067,4067,Chapter 11: Full Circle,chapter,11,"Both in Cahokia and the Classic Maya, managerial activities seem to have focused on the administration of otherworldly matters, notably in the sophistication of their ritual calendars and precise orchestration of sacred space. These, however, had real-world effects, especially in the areas of city-planning, labour mobilization, public surveillance and careful monitoring of the maize cycle.46 Perhaps we are dealing here with attempts to create ‘third-order’ regimes of domination, albeit of a very different kind to modern nation states, in which control over violence and esoteric knowledge became caught up in the spiralling political competition of rival elites. This may also explain why, in both cases – Cahokia and the Maya – the collapse of such totalizing (totalitarian, even) projects, when it happened, was itself sudden, comprehensive and total.",ch11-n46,"For which, at Cahokia, see Smith 1992; Pauketat 2013.",Smith 1992 | Pauketat 2013,"Smith, Bruce D. 1992. ‘Mississippian elites and solar alignments: a reflection of managerial necessity, or levers of social inequality?’ In A. W. Barker and T. R. Pauketat (eds), Lords of the Southeast: Social Inequality and the Native Elites of Southeastern North America. Washington: Archaeological Papers of the American Anthropological Association, pp 11–30. | Pauketat, Timothy R. 2013. An Archaeology of the Cosmos: Rethinking Agency and Religion in Ancient Times. London: Routledge."
M0445,S082,Cahokia,Cahokia,L4069,4069,4069,Chapter 11: Full Circle,chapter,11,"Whatever the precise combination of factors at play, by about ad 1350 or 1400 the result was mass defection. Just as the metropolis of Cahokia was founded through its rulers’ ability to bring diverse populations together, often from across long distances, in the end the descendants of those people simply walked away. The Vacant Quarter implies a self-conscious rejection of everything the city of Cahokia stood for.47 How did it happen?",ch11-n47,Cf. Pauketat et al. 2015: 452.,Pauketat 2015,"Pauketat, Timothy R., Susan M. Alt and Jeffery D. Kruchten. 2015. ‘City of earth and wood: New Cahokia and its material-historical implications.’ In Norman Yoffee (ed.), The Cambridge World History. Cambridge: Cambridge University Press, pp. 437–54."
M0446,S082,Cahokia,Cahokia,L4073,4073,4073,Chapter 11: Full Circle,chapter,11,"To get a sense of the kind of ideological conflicts that must have been going on, let’s consider the history of the Etowah river valley, part of a region then inhabited by ancestors of the Choctaw, in Georgia and Tennessee. Around the time of Cahokia’s initial take-off between ad 1000 and 1200, this area was emerging from a period of generalized warfare. Post-conflict settlement involved the creation of small towns, each with its temple-pyramids and plaza, and in every case centred on a large council house, designed as a meeting place for the entire adult community. Grave goods of the time show no indications of rank. Around 1200 the Etowah valley was for some reason abandoned; then, around half a century later, people returned to it. A burst of construction ensued, including a palace and charnel house on top of giant mounds – walled off from commoner eyes – and a royal tomb, placed directly atop the ruins of the communal council house. Burials there were accompanied by magnificent bird-man costumes and regalia apparently sent from the workshops of Cahokia itself. Smaller villages were broken up, some of their old residents moved into Etowah, and in the countryside they were replaced by the familiar pattern of scattered homesteads.49",ch11-n49,See King 2003.,King 2003,"King, Adam. 2003. Etowah: The Political History of a Chiefdom Capital. Tuscaloosa: University of Alabama Press."
M0447,S082,Cahokia,Cahokia,L4105,4105,4105,Chapter 11: Full Circle,chapter,11,"Clearly, evolutionist categories only confuse the issue here. Arguing about whether Hopewellians were ‘bands’, ‘tribes’ or ‘chiefdoms’, or indeed whether Cahokia was a ‘complex chiefdom’ or a ‘state’, tells us virtually nothing. Insofar as we can speak of ‘states’ and ‘chiefdoms’ at all, in the case of Native North America the state-making project seems to come first, virtually out of nowhere, and the chiefdoms observed by de Soto and his successors appear to be little more than the rubble left behind by its downfall.",,,,
M0448,S082,Cahokia,Cahokia,L4109,4109,4109,Chapter 11: Full Circle,chapter,11,"Similarly, those who designed the great construction projects of Poverty Point or Hopewell were clearly drawing on esoteric knowledge of some sort – astronomical, mythic, numerological – which was contiguous with the practical knowledge of maths, engineering and construction, not to mention techniques of organizing and monitoring human labour (even voluntary labour) which were required to realize those designs. Over the long term of pre-Columbian history, this particular sort of knowledge always seems to lie at the core of systems of domination that periodically emerged. Hopewell is a perfect example, since the heroic games that accompanied ceremonial projects were not really the basis for systematic domination at all.60 Cahokia, on the other hand, appears to represent a self-conscious effort to turn that style of administrative esoterica into a basis for sovereignty; the gradual transformation of geometric earthworks, designed on cosmic principles, into actual fortifications being only the most obvious indication. In the end it didn’t work. Political power retreated back into heroic theatre, if in a decidedly more violent form.",ch11-n60,"In our terms, it’s not even clear that Adena-Hopewell was a ‘first-order regime of domination’; in most respects, as we’ve indicated, it seems closer to the kind of grand hospitality zones, culture areas, interaction spheres, or civilizations we’ve encountered so many times before in other parts of the world.",,
M0449,S082,Cahokia,Cahokia,L4158,4158,4158,Chapter 11: Full Circle,chapter,11,"We have come full circle. The case of North America not only throws conventional evolutionary schemes into chaos; it also clearly demonstrates that it’s simply not true to say that if one falls into the trap of ‘state formation’ there’s no getting out. Whatever happened in Cahokia, the backlash against it was so severe that it set forth repercussions we are still feeling today.",,,,
